"height [mm]","radius [mm]","Freq [GHz]","dB(S(1,1)) []"
9.2,7.2,4.1203007518797,-2.66685551349643
9.2,7.2,4.14035087719298,-2.77587518794976
9.2,7.2,4.16040100250627,-2.88830290390887
9.2,7.2,4.18045112781955,-3.0041610522949
9.2,7.2,4.20050125313283,-3.12346007040554
9.2,7.2,4.22055137844612,-3.24619719375135
9.2,7.2,4.2406015037594,-3.37235518816638
9.2,7.2,4.26065162907268,-3.50190107307244
9.2,7.2,4.28070175438596,-3.63478484825379
9.2,7.2,4.30075187969925,-3.77093823805455
9.2,7.2,4.32080200501253,-3.91027346854365
9.2,7.2,4.34085213032581,-4.05268209492097
9.2,7.2,4.3609022556391,-4.19803389825706
9.2,7.2,4.38095238095238,-4.3461758725827
9.2,7.2,4.40100250626566,-4.49693132535563
9.2,7.2,4.42105263157895,-4.65009911640963
9.2,7.2,4.44110275689223,-4.80545306259887
9.2,7.2,4.46115288220551,-4.96274153740919
9.2,7.2,4.4812030075188,-5.12168729671402
9.2,7.2,4.50125313283208,-5.28198756346163
9.2,7.2,4.52130325814536,-5.443314405199
9.2,7.2,4.54135338345865,-5.60531543871486
9.2,7.2,4.56140350877193,-5.76761489545125
9.2,7.2,4.58145363408521,-5.92981507935151
9.2,7.2,4.6015037593985,-6.09149824514464
9.2,7.2,4.62155388471178,-6.25222891938026
9.2,7.2,4.64160401002506,-6.41155667851638
9.2,7.2,4.66165413533835,-6.56901938782127
9.2,7.2,4.68170426065163,-6.72414689168927
9.2,7.2,4.70175438596491,-6.87646513030774
9.2,7.2,4.7218045112782,-7.0255006397725
9.2,7.2,4.74185463659148,-7.17078537335536
9.2,7.2,4.76190476190476,-7.3118617615732
9.2,7.2,4.78195488721805,-7.44828790915082
9.2,7.2,4.80200501253133,-7.57964280931148
9.2,7.2,4.82205513784461,-7.70553144156073
9.2,7.2,4.84210526315789,-7.82558960976193
9.2,7.2,4.86215538847118,-7.93948837416612
9.2,7.2,4.88220551378446,-8.04693793515433
9.2,7.2,4.90225563909774,-8.14769083828133
9.2,7.2,4.92230576441103,-8.24154438967672
9.2,7.2,4.94235588972431,-8.32834219719654
9.2,7.2,4.96240601503759,-8.40797478451875
9.2,7.2,4.98245614035088,-8.48037926069972
9.2,7.2,5.00250626566416,-8.54553806426035
9.2,7.2,5.02255639097744,-8.60347683622681
9.2,7.2,5.04260651629073,-8.65426150840469
9.2,7.2,5.06265664160401,-8.6979947195721
9.2,7.2,5.08270676691729,-8.73481169180906
9.2,7.2,5.10275689223058,-8.76487571106161
9.2,7.2,5.12280701754386,-8.78837336015557
9.2,7.2,5.14285714285714,-8.80550964932771
9.2,7.2,5.16290726817043,-8.81650317993033
9.2,7.2,5.18295739348371,-8.82158146263308
9.2,7.2,5.20300751879699,-8.82097649370984
9.2,7.2,5.22305764411028,-8.81492067338103
9.2,7.2,5.24310776942356,-8.80364313009459
9.2,7.2,5.26315789473684,-8.78736649525081
9.2,7.2,5.28320802005013,-8.76630415511856
9.2,7.2,5.30325814536341,-8.74065799116819
9.2,7.2,5.32330827067669,-8.71061660709136
9.2,7.2,5.34335839598998,-8.67635403047578
9.2,7.2,5.36340852130326,-8.63802886934447
9.2,7.2,5.38345864661654,-8.595783898286
9.2,7.2,5.40350877192982,-8.54974604535238
9.2,7.2,5.42355889724311,-8.50002674886568
9.2,7.2,5.44360902255639,-8.44672265235286
9.2,7.2,5.46365914786967,-8.38991660560992
9.2,7.2,5.48370927318296,-8.32967894004043
9.2,7.2,5.50375939849624,-8.26606898660919
9.2,7.2,5.52380952380952,-8.19913680477474
9.2,7.2,5.54385964912281,-8.12892509045032
9.2,7.2,5.56390977443609,-8.05547123030275
9.2,7.2,5.58395989974937,-7.97880946851785
9.2,7.2,5.60401002506266,-7.89897315059174
9.2,7.2,5.62406015037594,-7.81599700686122
9.2,7.2,5.64411027568922,-7.72991943653492
9.2,7.2,5.66416040100251,-7.64078475114113
9.2,7.2,5.68421052631579,-7.54864533480538
9.2,7.2,5.70426065162907,-7.45356367786682
9.2,7.2,5.72431077694236,-7.35561424028623
9.2,7.2,5.74436090225564,-7.25488510230554
9.2,7.2,5.76441102756892,-7.15147936207597
9.2,7.2,5.78446115288221,-7.04551624358969
9.2,7.2,5.80451127819549,-6.93713188327077
9.2,7.2,5.82456140350877,-6.82647976995812
9.2,7.2,5.84461152882206,-6.713730820618
9.2,7.2,5.86466165413534,-6.59907308272815
9.2,7.2,5.88471177944862,-6.48271106359471
9.2,7.2,5.90476190476191,-6.36486469654279
9.2,7.2,5.92481203007519,-6.24576796357053
9.2,7.2,5.94486215538847,-6.12566720328008
9.2,7.2,5.96491228070175,-6.00481914131133
9.2,7.2,5.98496240601504,-5.88348868775174
9.2,7.2,6.00501253132832,-5.76194655179587
9.2,7.2,6.0250626566416,-5.64046672805932
9.2,7.2,6.04511278195489,-5.51932391128582
9.2,7.2,6.06516290726817,-5.39879089667373
9.2,7.2,6.08521303258145,-5.27913602173162
9.2,7.2,6.10526315789474,-5.16062070257186
9.2,7.2,6.12531328320802,-5.04349711304541
9.2,7.2,6.1453634085213,-4.92800604935293
9.2,7.2,6.16541353383459,-4.81437501601396
9.2,7.2,6.18546365914787,-4.70281656162831
9.2,7.2,6.20551378446115,-4.59352688503599
9.2,7.2,6.22556390977444,-4.48668472456635
9.2,7.2,6.24561403508772,-4.38245053534363
9.2,7.2,6.265664160401,-4.2809659523338
9.2,7.2,6.28571428571429,-4.1823535301891
9.2,7.2,6.30576441102757,-4.08671674513473
9.2,7.2,6.32581453634085,-3.99414023927125
9.2,7.2,6.34586466165413,-3.90469028380854
9.2,7.2,6.36591478696742,-3.81841543492521
9.2,7.2,6.3859649122807,-3.73534735415065
9.2,7.2,6.40601503759398,-3.65550176433597
9.2,7.2,6.42606516290727,-3.57887951233639
9.2,7.2,6.44611528822055,-3.50546771035616
9.2,7.2,6.46616541353383,-3.43524092938989
9.2,7.2,6.48621553884712,-3.36816242019586
9.2,7.2,6.5062656641604,-3.30418533962362
9.2,7.2,6.52631578947368,-3.24325396276148
9.2,7.2,6.54636591478697,-3.18530486415196
9.2,7.2,6.56641604010025,-3.13026805413371
9.2,7.2,6.58646616541353,-3.07806805912185
9.2,7.2,6.60651629072682,-3.02862493725977
9.2,7.2,6.6265664160401,-2.98185522330561
9.2,7.2,6.64661654135338,-2.93767279881996
9.2,7.2,6.66666666666667,-2.89598968567113
9.2,7.2,6.68671679197995,-2.85671676255819
9.2,7.2,6.70676691729323,-2.81976440567115
9.2,7.2,6.72681704260652,-2.78504305577059
9.2,7.2,6.7468671679198,-2.75246371488929
9.2,7.2,6.76691729323308,-2.72193837655858
9.2,7.2,6.78696741854637,-2.6933803939636
9.2,7.2,6.80701754385965,-2.6667047907605
9.2,7.2,6.82706766917293,-2.64182851946837
9.2,7.2,6.84711779448622,-2.61867067240641
9.2,7.2,6.8671679197995,-2.59715265010213
9.2,7.2,6.88721804511278,-2.57719829197347
9.2,7.2,6.90726817042607,-2.55873397390499
9.2,7.2,6.92731829573935,-2.54168867711071
9.2,7.2,6.94736842105263,-2.52599403242065
9.2,7.2,6.96741854636592,-2.51158434385688
9.2,7.2,6.9874686716792,-2.49839659508507
9.2,7.2,7.00751879699248,-2.48637044205188
9.2,7.2,7.02756892230577,-2.47544819485048
9.2,7.2,7.04761904761905,-2.46557479160238
9.2,7.2,7.06766917293233,-2.45669776690754
9.2,7.2,7.08771929824561,-2.44876721719925
9.2,7.2,7.1077694235589,-2.44173576514748
9.2,7.2,7.12781954887218,-2.43555852508555
9.2,7.2,7.14786967418546,-2.4301930712914
9.2,7.2,7.16791979949875,-2.42559941083664
9.2,7.2,7.18796992481203,-2.42173996262399
9.2,7.2,7.20802005012531,-2.41857954416716
9.2,7.2,7.2280701754386,-2.41608536762679
9.2,7.2,7.24812030075188,-2.41422704660108
9.2,7.2,7.26817042606516,-2.4129766151812
9.2,7.2,7.28822055137845,-2.41230856081954
9.2,7.2,7.30827067669173,-2.41219987262265
9.2,7.2,7.32832080200501,-2.41263010677306
9.2,7.2,7.3483709273183,-2.4135814709034
9.2,7.2,7.36842105263158,-2.41503892939525
9.2,7.2,7.38847117794486,-2.4169903317544
9.2,7.2,7.40852130325815,-2.41942656642447
9.2,7.2,7.42857142857143,-2.42234174264563
9.2,7.2,7.44862155388471,-2.42573340324354
9.2,7.2,7.468671679198,-2.42960277155015
9.2,7.2,7.48872180451128,-2.43395503601228
9.2,7.2,7.50877192982456,-2.43879967643878
9.2,7.2,7.52882205513784,-2.44415083627383
9.2,7.2,7.54887218045113,-2.45002774576241
9.2,7.2,7.56892230576441,-2.45645520139562
9.2,7.2,7.58897243107769,-2.46346410758562
9.2,7.2,7.60902255639098,-2.47109208711991
9.2,7.2,7.62907268170426,-2.47938416757748
9.2,7.2,7.64912280701754,-2.48839355154521
9.2,7.2,7.66917293233083,-2.49818247913885
9.2,7.2,7.68922305764411,-2.50882319199079
9.2,7.2,7.70927318295739,-2.52039900848933
9.2,7.2,7.72932330827068,-2.53300552060571
9.2,7.2,7.74937343358396,-2.54675192307982
9.2,7.2,7.76942355889724,-2.56176248598922
9.2,7.2,7.78947368421053,-2.57817818172122
9.2,7.2,7.80952380952381,-2.59615847700186
9.2,7.2,7.82957393483709,-2.61588329978464
9.2,7.2,7.84962406015038,-2.63755518930822
9.2,7.2,7.86967418546366,-2.66140163531274
9.2,7.2,7.88972431077694,-2.68767760903505
9.2,7.2,7.90977443609022,-2.71666828393004
9.2,7.2,7.92982456140351,-2.74869193780274
9.2,7.2,7.94987468671679,-2.78410301987478
9.2,7.2,7.96992481203007,-2.82329535593618
9.2,7.2,7.98997493734336,-2.86670545185694
9.2,7.2,8.01002506265664,-2.91504256824915
9.2,7.2,8.03007518796992,-2.96900803214869
9.2,7.2,8.05012531328321,-3.02909862034488
9.2,7.2,8.07017543859649,-3.09605463369322
9.2,7.2,8.09022556390977,-3.17067457248474
9.2,7.2,8.11027568922306,-3.25381542051777
9.2,7.2,8.13032581453634,-3.34639189554888
9.2,7.2,8.15037593984962,-3.44937450125017
9.2,7.2,8.17042606516291,-3.56378624746234
9.2,7.2,8.19047619047619,-3.69069796031017
9.2,7.2,8.21052631578947,-3.83122218542123
9.2,7.2,8.23057644110276,-3.98650579824564
9.2,7.2,8.25062656641604,-4.15772157497873
9.2,7.2,8.27067669172932,-4.34605914215935
9.2,7.2,8.29072681704261,-4.55271590517971
9.2,7.2,8.31077694235589,-4.77888874463897
9.2,7.2,8.33082706766917,-5.02576745118517
9.2,7.2,8.35087719298246,-5.29453103045983
9.2,7.2,8.37092731829574,-5.58634813924224
9.2,7.2,8.39097744360902,-5.902383008058
9.2,7.2,8.41102756892231,-6.24380827160067
9.2,7.2,8.43107769423559,-6.61182618840704
9.2,7.2,8.45112781954887,-7.00769982533382
9.2,7.2,8.47117794486216,-7.43279597131483
9.2,7.2,8.49122807017544,-7.88864191398182
9.2,7.2,8.51127819548872,-8.37699887923557
9.2,7.2,8.53132832080201,-8.89995606234274
9.2,7.2,8.55137844611529,-9.46005101263869
9.2,7.2,8.57142857142857,-10.0604250536672
9.2,7.2,8.59147869674186,-10.7050270592621
9.2,7.2,8.61152882205514,-11.3988863640052
9.2,7.2,8.63157894736842,-12.1484878562063
9.2,7.2,8.65162907268171,-12.9623031356859
9.2,7.2,8.67167919799499,-13.851568392052
9.2,7.2,8.69172932330827,-14.8314675906569
9.2,7.2,8.71177944862156,-15.9230119053731
9.2,7.2,8.73182957393484,-17.1561809421989
9.2,7.2,8.75187969924812,-18.5755058391658
9.2,7.2,8.7719298245614,-20.2507836078049
9.2,7.2,8.79197994987469,-22.2997772465071
9.2,7.2,8.81203007518797,-24.943079627866
9.2,7.2,8.83208020050125,-28.6618897539568
9.2,7.2,8.85213032581454,-34.6889256883226
9.2,7.2,8.87218045112782,-39.0123057982627
9.2,7.2,8.8922305764411,-31.5002542105238
9.2,7.2,8.91228070175439,-26.8178666512664
9.2,7.2,8.93233082706767,-23.7246630163357
9.2,7.2,8.95238095238095,-21.4320021163125
9.2,7.2,8.97243107769424,-19.6132322386795
9.2,7.2,8.99248120300752,-18.1066524210498
9.2,7.2,9.0125313283208,-16.8213950397495
9.2,7.2,9.03258145363409,-15.7017650989345
9.2,7.2,9.05263157894737,-14.7114824206224
9.2,7.2,9.07268170426065,-13.8258761423962
9.2,7.2,9.09273182957394,-13.0276707680391
9.2,7.2,9.11278195488722,-12.3045558765093
9.2,7.2,9.1328320802005,-11.6477120210525
9.2,7.2,9.15288220551378,-11.0508837282422
9.2,7.2,9.17293233082707,-10.5097851074988
9.2,7.2,9.19298245614035,-10.0217210675297
9.2,7.2,9.21303258145363,-9.5853595035818
9.2,7.2,9.23308270676692,-9.20062013326926
9.2,7.2,9.2531328320802,-8.86866483446962
9.2,7.2,9.27318295739348,-8.59198771996252
9.2,7.2,9.29323308270677,-8.37461303518696
9.2,7.2,9.31328320802005,-8.22241475243561
9.2,7.2,9.33333333333333,-8.14356796972507
9.2,7.2,9.35338345864662,-8.14911122497155
9.2,7.2,9.3734335839599,-8.25349012083106
9.2,7.2,9.39348370927318,-8.47462557724991
9.2,7.2,9.41353383458647,-8.83211866950067
9.2,7.2,9.43358395989975,-9.33966935849841
9.2,7.2,9.45363408521303,-9.98164340377071
9.2,7.2,9.47368421052632,-10.6546093817432
9.2,7.2,9.4937343358396,-11.076594173056
9.2,7.2,9.51378446115288,-10.8334263748017
9.2,7.2,9.53383458646617,-9.79693366754293
9.2,7.2,9.55388471177945,-8.33455464523956
9.2,7.2,9.57393483709273,-6.8742501782232
9.2,7.2,9.59398496240602,-5.62567648581389
9.2,7.2,9.6140350877193,-4.63305979185473
9.2,7.2,9.63408521303258,-3.87011093358234
9.2,7.2,9.65413533834587,-3.29147492476943
9.2,7.2,9.67418546365915,-2.85351363945715
9.2,7.2,9.69423558897243,-2.52065657592304
9.2,7.2,9.71428571428571,-2.26592759927327
9.2,7.2,9.734335839599,-2.06955877581942
9.2,7.2,9.75438596491228,-1.91728633900651
9.2,7.2,9.77443609022556,-1.79887439427309
9.2,7.2,9.79448621553885,-1.70698271657622
9.2,7.2,9.81453634085213,-1.63634527267993
9.2,7.2,9.83458646616541,-1.58318996730915
9.2,7.2,9.8546365914787,-1.54483391351336
9.2,7.2,9.87468671679198,-1.51940269580901
9.2,7.2,9.89473684210526,-1.50563621089641
9.2,7.2,9.91478696741855,-1.50275489718075
9.2,7.2,9.93483709273183,-1.51036833349625
9.2,7.2,9.95488721804511,-1.52841388188923
9.2,7.2,9.9749373433584,-1.55711692468599
9.2,7.2,9.99498746867168,-1.5969668348265
9.2,7.2,10.015037593985,-1.64870450268468
9.2,7.2,10.0350877192982,-1.7133182762333
9.2,7.2,10.0551378446115,-1.79204570951278
9.2,7.2,10.0751879699248,-1.88637863684323
9.2,7.2,10.0952380952381,-1.99806881778773
9.2,7.2,10.1152882205514,-2.12913070079637
9.2,7.2,10.1353383458647,-2.28183665541767
9.2,7.2,10.1553884711779,-2.45869820132683
9.2,7.2,10.1754385964912,-2.66242414827967
9.2,7.2,10.1954887218045,-2.89584294429631
9.2,7.2,10.2155388471178,-3.16177168293572
9.2,7.2,10.2355889724311,-3.46280797978919
9.2,7.2,10.2556390977444,-3.80101341393269
9.2,7.2,10.2756892230576,-4.17744941307568
9.2,7.2,10.2957393483709,-4.59152147388167
9.2,7.2,10.3157894736842,-5.04009345262467
9.2,7.2,10.3358395989975,-5.5163678609461
9.2,7.2,10.3558897243108,-6.00862290371772
9.2,7.2,10.3759398496241,-6.49909630349928
9.2,7.2,10.3959899749373,-6.96362873792632
9.2,7.2,10.4160401002506,-7.37301330739573
9.2,7.2,10.4360902255639,-7.69695192254541
9.2,7.2,10.4561403508772,-7.91052098835914
9.2,7.2,10.4761904761905,-8.00109782653741
9.2,7.2,10.4962406015038,-7.9722899083684
9.2,7.2,10.516290726817,-7.84255281842798
9.2,7.2,10.5363408521303,-7.6394715881006
9.2,7.2,10.5563909774436,-7.39302952628304
9.2,7.2,10.5764411027569,-7.1307360001145
9.2,7.2,10.5964912280702,-6.87552332068673
9.2,7.2,10.6165413533835,-6.64587023430385
9.2,7.2,10.6365914786967,-6.45727100103542
9.2,7.2,10.65664160401,-6.32451104555077
9.2,7.2,10.6766917293233,-6.2647781107905
9.2,7.2,10.6967418546366,-6.30233989467419
9.2,7.2,10.7167919799499,-6.47655254371643
9.2,7.2,10.7368421052632,-6.85615208507882
9.2,7.2,10.7568922305764,-7.55652695735403
9.2,7.2,10.7769423558897,-8.65252030946744
9.2,7.2,10.796992481203,-9.10887679250098
9.2,7.2,10.8170426065163,-6.40705978760798
9.2,7.2,10.8370927318296,-3.74672851433799
9.2,7.2,10.8571428571429,-2.80784247019764
9.2,7.2,10.8771929824561,-2.65127225208549
9.2,7.2,10.8972431077694,-2.73845249325277
9.2,7.2,10.9172932330827,-2.90066455303334
9.2,7.2,10.937343358396,-3.08963519314431
9.2,7.2,10.9573934837093,-3.29211719601338
9.2,7.2,10.9774436090226,-3.5051674316296
9.2,7.2,10.9974937343358,-3.7287659829361
9.2,7.2,11.0175438596491,-3.96349136999085
9.2,7.2,11.0375939849624,-4.2097598828525
9.2,7.2,11.0576441102757,-4.46756887892811
9.2,7.2,11.077694235589,-4.73640031620831
9.2,7.2,11.0977443609023,-5.01516781015735
9.2,7.2,11.1177944862155,-5.30216762078267
9.2,7.2,11.1378446115288,-5.59502251484382
9.2,7.2,11.1578947368421,-5.89062003067203
9.2,7.2,11.1779448621554,-6.18505455318748
9.2,7.2,11.1979949874687,-6.47358971935039
9.2,7.2,11.218045112782,-6.75066485587789
9.2,7.2,11.2380952380952,-7.00997520453858
9.2,7.2,11.2581453634085,-7.24465753164334
9.2,7.2,11.2781954887218,-7.44760577526934
9.2,7.2,11.2982456140351,-7.61192122553283
9.2,7.2,11.3182957393484,-7.73146742197543
9.2,7.2,11.3383458646617,-7.80145808078085
9.2,7.2,11.3583959899749,-7.81897248257351
9.2,7.2,11.3784461152882,-7.78328623654157
9.2,7.2,11.3984962406015,-7.69593772394332
9.2,7.2,11.4185463659148,-7.56051470887305
9.2,7.2,11.4385964912281,-7.38221633380661
9.2,7.2,11.4586466165414,-7.16729377624709
9.2,7.2,11.4786967418546,-6.92248242882553
9.2,7.2,11.4987468671679,-6.65451403231333
9.2,7.2,11.5187969924812,-6.36975639996008
9.2,7.2,11.5388471177945,-6.07398949725002
9.2,7.2,11.5588972431078,-5.77230023810353
9.2,7.2,11.5789473684211,-5.4690662648368
9.2,7.2,11.5989974937343,-5.16799774853523
9.2,7.2,11.6190476190476,-4.87221102797695
9.2,7.2,11.6390977443609,-4.58431475409607
9.2,7.2,11.6591478696742,-4.3064957606426
9.2,7.2,11.6791979949875,-4.04059711983421
9.2,7.2,11.6992481203008,-3.78818457894055
9.2,7.2,11.719298245614,-3.55060002261606
9.2,7.2,11.7393483709273,-3.32900209991301
9.2,7.2,11.7593984962406,-3.12439500984797
9.2,7.2,11.7794486215539,-2.93764690053575
9.2,7.2,11.7994987468672,-2.7694995725244
9.2,7.2,11.8195488721804,-2.62057128883379
9.2,7.2,11.8395989974937,-2.49135453440107
9.2,7.2,11.859649122807,-2.38221055416274
9.2,7.2,11.8796992481203,-2.2933624298946
9.2,7.2,11.8997493734336,-2.22488832131356
9.2,7.2,11.9197994987469,-2.17671628830039
9.2,7.2,11.9398496240601,-2.14862182852642
9.2,7.2,11.9598997493734,-2.14022892038925
9.2,7.2,11.9799498746867,-2.15101497937977
9.2,7.2,12,-2.18031975009855
9.2,7.4,4,-2.42691660144
9.2,7.4,4.02005012531328,-2.52668971348107
9.2,7.4,4.04010025062657,-2.62948998028394
9.2,7.4,4.06015037593985,-2.7353320383957
9.2,7.4,4.08020050125313,-2.8442229807098
9.2,7.4,4.10025062656642,-2.9561614828683
9.2,7.4,4.1203007518797,-3.07113689628232
9.2,7.4,4.14035087719298,-3.18912831384829
9.2,7.4,4.16040100250627,-3.31010361574471
9.2,7.4,4.18045112781955,-3.43401850409937
9.2,7.4,4.20050125313283,-3.56081553681298
9.2,7.4,4.22055137844612,-3.69042317239603
9.2,7.4,4.2406015037594,-3.82275483931561
9.2,7.4,4.26065162907268,-3.9577080450297
9.2,7.4,4.28070175438596,-4.09516354158177
9.2,7.4,4.30075187969925,-4.23498456630879
9.2,7.4,4.32080200501253,-4.37701617782487
9.2,7.4,4.34085213032581,-4.52108470893398
9.2,7.4,4.3609022556391,-4.66699735941393
9.2,7.4,4.38095238095238,-4.81454195262368
9.2,7.4,4.40100250626566,-4.96348688050566
9.2,7.4,4.42105263157895,-5.11358126166068
9.2,7.4,4.44110275689223,-5.26455533663888
9.2,7.4,4.46115288220551,-5.41612112325804
9.2,7.4,4.4812030075188,-5.56797335248399
9.2,7.4,4.50125313283208,-5.71979070203995
9.2,7.4,4.52130325814536,-5.87123734032364
9.2,7.4,4.54135338345865,-6.02196478730275
9.2,7.4,4.56140350877193,-6.17161409179857
9.2,7.4,4.58145363408521,-6.31981831597721
9.2,7.4,4.6015037593985,-6.46620530807414
9.2,7.4,4.62155388471178,-6.61040073361959
9.2,7.4,4.64160401002506,-6.75203132405835
9.2,7.4,4.66165413533835,-6.89072829014965
9.2,7.4,4.68170426065163,-7.02613083647832
9.2,7.4,4.70175438596491,-7.15788970348721
9.2,7.4,4.7218045112782,-7.28567065536651
9.2,7.4,4.74185463659148,-7.40915782663021
9.2,7.4,4.76190476190476,-7.5280568379134
9.2,7.4,4.78195488721805,-7.64209759292386
9.2,7.4,4.80200501253133,-7.7510366738885
9.2,7.4,4.82205513784461,-7.8546592622701
9.2,7.4,4.84210526315789,-7.95278052474508
9.2,7.4,4.86215538847118,-8.04524642088701
9.2,7.4,4.88220551378446,-8.13193390789023
9.2,7.4,4.90225563909774,-8.21275053798428
9.2,7.4,4.92230576441103,-8.28763346481584
9.2,7.4,4.94235588972431,-8.35654789486258
9.2,7.4,4.96240601503759,-8.41948503783181
9.2,7.4,4.98245614035088,-8.47645962508965
9.2,7.4,5.00250626566416,-8.52750707681351
9.2,7.4,5.02255639097744,-8.57268040638791
9.2,7.4,5.04260651629073,-8.61204695448634
9.2,7.4,5.06265664160401,-8.64568504549752
9.2,7.4,5.08270676691729,-8.67368065586605
9.2,7.4,5.10275689223058,-8.6961241781085
9.2,7.4,5.12280701754386,-8.71310735640449
9.2,7.4,5.14285714285714,-8.72472046043461
9.2,7.4,5.16290726817043,-8.73104975419824
9.2,7.4,5.18295739348371,-8.7321753064559
9.2,7.4,5.20300751879699,-8.72816917964475
9.2,7.4,5.22305764411028,-8.71909402491367
9.2,7.4,5.24310776942356,-8.70500210248127
9.2,7.4,5.26315789473684,-8.68593473886498
9.2,7.4,5.28320802005013,-8.66192222558372
9.2,7.4,5.30325814536341,-8.63298415753676
9.2,7.4,5.32330827067669,-8.5991302031869
9.2,7.4,5.34335839598998,-8.56036129268644
9.2,7.4,5.36340852130326,-8.51667120394883
9.2,7.4,5.38345864661654,-8.46804852019251
9.2,7.4,5.40350877192982,-8.41447892554919
9.2,7.4,5.42355889724311,-8.35594779789672
9.2,7.4,5.44360902255639,-8.29244305023152
9.2,7.4,5.46365914786967,-8.22395816382307
9.2,7.4,5.48370927318296,-8.15049534841405
9.2,7.4,5.50375939849624,-8.07206875725262
9.2,7.4,5.52380952380952,-7.98870767827651
9.2,7.4,5.54385964912281,-7.90045961785791
9.2,7.4,5.56390977443609,-7.80739319071283
9.2,7.4,5.58395989974937,-7.70960072938698
9.2,7.4,5.60401002506266,-7.60720052954897
9.2,7.4,5.62406015037594,-7.50033865339796
9.2,7.4,5.64411027568922,-7.38919022288168
9.2,7.4,5.66416040100251,-7.27396014695824
9.2,7.4,5.68421052631579,-7.15488324242829
9.2,7.4,5.70426065162907,-7.03222372532573
9.2,7.4,5.72431077694236,-6.90627406872138
9.2,7.4,5.74436090225564,-6.77735324219236
9.2,7.4,5.76441102756892,-6.64580436722697
9.2,7.4,5.78446115288221,-6.5119918405839
9.2,7.4,5.80451127819549,-6.37629799330401
9.2,7.4,5.82456140350877,-6.23911936603639
9.2,7.4,5.84461152882206,-6.10086269111964
9.2,7.4,5.86466165413534,-5.96194067817868
9.2,7.4,5.88471177944862,-5.82276770278792
9.2,7.4,5.90476190476191,-5.68375549711834
9.2,7.4,5.92481203007519,-5.5453089376779
9.2,7.4,5.94486215538847,-5.40782201864378
9.2,7.4,5.96491228070175,-5.27167409032045
9.2,7.4,5.98496240601504,-5.13722643142034
9.2,7.4,6.00501253132832,-5.00481921167369
9.2,7.4,6.0250626566416,-4.87476888822338
9.2,7.4,6.04511278195489,-4.74736606583857
9.2,7.4,6.06516290726817,-4.62287383763138
9.2,7.4,6.08521303258145,-4.5015266100944
9.2,7.4,6.10526315789474,-4.38352940425955
9.2,7.4,6.12531328320802,-4.26905761391139
9.2,7.4,6.1453634085213,-4.1582571923281
9.2,7.4,6.16541353383459,-4.05124523115789
9.2,7.4,6.18546365914787,-3.94811088888229
9.2,7.4,6.20551378446115,-3.8489166219298
9.2,7.4,6.22556390977444,-3.75369966886325
9.2,7.4,6.24561403508772,-3.66247373709163
9.2,7.4,6.265664160401,-3.57523084211703
9.2,7.4,6.28571428571429,-3.49194325123768
9.2,7.4,6.30576441102757,-3.412565486667
9.2,7.4,6.32581453634085,-3.33703634696281
9.2,7.4,6.34586466165413,-3.26528091024394
9.2,7.4,6.36591478696742,-3.19721248766035
9.2,7.4,6.3859649122807,-3.13273450075924
9.2,7.4,6.40601503759398,-3.07174226154957
9.2,7.4,6.42606516290727,-3.01412463904745
9.2,7.4,6.44611528822055,-2.9597656007462
9.2,7.4,6.46616541353383,-2.90854562170184
9.2,7.4,6.48621553884712,-2.86034295768929
9.2,7.4,6.5062656641604,-2.81503478213009
9.2,7.4,6.52631578947368,-2.77249818921081
9.2,7.4,6.54636591478697,-2.73261106781383
9.2,7.4,6.56641604010025,-2.69525285259696
9.2,7.4,6.58646616541353,-2.66030515982633
9.2,7.4,6.60651629072682,-2.62765231643817
9.2,7.4,6.6265664160401,-2.59718179132897
9.2,7.4,6.64661654135338,-2.56878453810633
9.2,7.4,6.66666666666667,-2.54235525852545
9.2,7.4,6.68671679197995,-2.5177925956375
9.2,7.4,6.70676691729323,-2.49499926533085
9.2,7.4,6.72681704260652,-2.47388213449463
9.2,7.4,6.7468671679198,-2.45435225350893
9.2,7.4,6.76691729323308,-2.43632485019808
9.2,7.4,6.78696741854637,-2.41971929179531
9.2,7.4,6.80701754385965,-2.40445902087863
9.2,7.4,6.82706766917293,-2.39047147066404
9.2,7.4,6.84711779448622,-2.37768796449469
9.2,7.4,6.8671679197995,-2.36604360385112
9.2,7.4,6.88721804511278,-2.35547714873523
9.2,7.4,6.90726817042607,-2.34593089385145
9.2,7.4,6.92731829573935,-2.33735054362595
9.2,7.4,6.94736842105263,-2.32968508876869
9.2,7.4,6.96741854636592,-2.3228866867939
9.2,7.4,6.9874686716792,-2.31691054867155
9.2,7.4,7.00751879699248,-2.31171483358386
9.2,7.4,7.02756892230577,-2.30726055360677
9.2,7.4,7.04761904761905,-2.30351149002368
9.2,7.4,7.06766917293233,-2.30043412290817
9.2,7.4,7.08771929824561,-2.29799757558158
9.2,7.4,7.1077694235589,-2.29617357556074
9.2,7.4,7.12781954887218,-2.29493643365952
9.2,7.4,7.14786967418546,-2.29426304299697
9.2,7.4,7.16791979949875,-2.29413289979376
9.2,7.4,7.18796992481203,-2.29452814801053
9.2,7.4,7.20802005012531,-2.29543365009704
9.2,7.4,7.2280701754386,-2.29683708638365
9.2,7.4,7.24812030075188,-2.29872908595896
9.2,7.4,7.26817042606516,-2.30110339224413
9.2,7.4,7.28822055137845,-2.30395706689948
